author,updated_at,like_count,text,public
@mgaka-ilongbunsotilvlogoff855,2024-03-31T15:21:11Z,2,"Congratulations.pitbul cruz.
.romero chiwawa kawawa nalasing ng suntok viva 🇲🇽 from phillipines 🇵🇭🇵🇭🇵🇭",True
@ernestojoseleiraibarguen6094,2024-03-31T15:21:04Z,0,Lo volvió ropa de trabajo mi papá,True
@brittanysmith8184,2024-03-31T15:21:01Z,0,Rolllie is a str8 bum all he do is talk to talk,True
@zailesofficial888,2024-03-31T15:21:01Z,0,Lo masacro,True
@raulanibalreyesdelaconcha3774,2024-03-31T15:20:54Z,0,"para el Pitbull se adelantó la navidad, agarro a Romero como una piñata, quien desde el primer raund salió espantado...",True
@marvincaldwell2527,2024-03-31T15:20:49Z,0,I think rolly thinks he can’t get hit he needs to work the head movement more than striking,True
@santosrafaelcentenoramos2837,2024-03-31T15:20:42Z,0,Otro bocon callado😂,True
@C_Los_714,2024-03-31T15:20:28Z,0,This was a version of Canelo vs chavez jr just getting destroyed the whole fight,True
@talktoemnick2391,2024-03-31T15:20:26Z,0,I told yall,True
@Dfelder261,2024-03-31T15:20:09Z,0,Rolly is tough as nails. He was getting blasted and trying to hang in there.,True
@piero1709,2024-03-31T15:19:50Z,0,Rollie like 😂😂😂😂,True
@risablima7924,2024-03-31T15:19:47Z,0,This🤡 talk shit about pacquiao he cant even get pass pitbull cruz👎🐕👊 congrats pitbull👍,True
@fmutengo1,2024-03-31T15:19:44Z,0,Rolly doesn’t belong to this level,True
@jonov1100,2024-03-31T15:19:37Z,0,"No place to hide, Rolando!",True
@antman7733,2024-03-31T15:18:47Z,0,Cruz very good,True
@anguscooper,2024-03-31T15:18:42Z,0,"Who is the chihuahua now huh?

😂😂😂",True
@cesardelgado5319,2024-03-31T15:18:33Z,0,Romero don t you cry tonight 😢😂😅,True
@trueone3093,2024-03-31T15:18:31Z,0,This was Broner vs maidana all over again,True
@TopmenTacobell,2024-03-31T15:18:22Z,0,I love Cruz style,True
@MotiveYolo77,2024-03-31T15:18:14Z,0,I knew this before they even planned out the fight ! Pitbull Cruz too much for Romero,True
@MarkliketheBible,2024-03-31T15:18:04Z,0,Rolly is the punching bag of PPV fighters,True
@tantanbernal8244,2024-03-31T15:18:03Z,0,congratulations roly  romero you did again🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣im really proud on you🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂,True
@ElGuada-rb3yn,2024-03-31T15:18:00Z,0,Ya no es Pitbull ahora es…LA MAKINA DEL TIEMPO!!!! 🚜🚜🚜,True
@rohanhortaleza5536,2024-03-31T15:17:55Z,0,"Dear PBC, who taught you the meaning of highlights?",True
@saml724,2024-03-31T15:17:52Z,0,Ref saved his ass!!,True
@samlaguna3614,2024-03-31T15:17:35Z,0,"Por bocón 😂😂😂😂😂😂😂😂 se lo merecía 
Bien por pitbull",True
@YamilZer,2024-03-31T15:17:28Z,0,From now and then everytime Rolly will see a Chihuahua he'll think about Cruz and have nightmares,True
@aungnaing5,2024-03-31T15:17:11Z,0,I knew Pitbull would destroy him since they had signed the contract,True
@amini5053,2024-03-31T15:16:53Z,0,He rolled up Rolly💨😂,True
@SX-nz5bb,2024-03-31T15:16:33Z,0,Beast asf ❤️🔥🔥🔥🔥🔥,True
@SoyElNacho,2024-03-31T15:16:30Z,6,Tenemos campeon 💪💪Viva México 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽,True
@wgnrsworld,2024-03-31T15:16:24Z,0,Rolly did good tho just didn’t catch him before he got caught lol I woulda played the wrap up game more if I couldn’t catch him sorry,True
@AngelGutierrez-kp2pz,2024-03-31T15:16:16Z,0,Gervonta next he scared 😅,True
@ET-ix9vo,2024-03-31T15:16:11Z,0,"S/o to. Romero clown him all yall want he survived the first round, takes 2 for a good fight",True
@Ski.Mask.Racing,2024-03-31T15:16:01Z,0,Just retire rolly,True
@kadillak36,2024-03-31T15:15:51Z,0,Andele cabron.. Chihuahua huh..lol😂😂,True
@Lemon-King1,2024-03-31T15:15:47Z,0,Congrats to Cruz well deserved,True
@vin5804,2024-03-31T15:15:44Z,0,This is why Tank don't want that rematch,True
@westsideromeo9609,2024-03-31T15:15:20Z,0,Idk why anyone thought this would be a close fight,True
@deliagamino4970,2024-03-31T15:15:10Z,0,A Rollins lo hicieron bailar reguetón después que ladró como chihuahua 😂😅😂😅😂😅,True
@hanks5379,2024-03-31T15:15:07Z,0,"if rolly knew better boxing fundamentals, he would of made it to the 12th rd.",True
@emmanuelsandoval9150,2024-03-31T15:15:05Z,0,Digno representante de Mexico!!!,True
@jacobnanafabu7119,2024-03-31T15:15:01Z,0,Love Cruz’s peekaboo style,True
@Theultrahandle,2024-03-31T15:14:50Z,2,He beat tank 2,True
@alexsmith6271,2024-03-31T15:14:38Z,0,"It shows you how badly ""tank"" joke is overrated",True
@purainteligencia,2024-03-31T15:14:24Z,0,"Pitbull Cruz is out here making a name for himself with the Raza! Unlike them other so called ""Mexican Fighters"" that are only waiting for Canelo to put them on the map. If your a true Mexican Fighter and fight like Cruz, the raza will support you. Its that easy. So if there's any ""Mexican Monsters"" out there and if you're truly mexican, you can just make things happen. Unless you're not of course",True
@bennysosa93,2024-03-31T15:14:11Z,0,Pitbull 🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊🥊,True
@CUXavier,2024-03-31T15:13:50Z,0,Muy bien por el campeón mexicano Pitbull Cruz. Enhorabuena por esa victoria tan contundente. Me quito el sombrero 👏 💪,True
@Theultrahandle,2024-03-31T15:13:38Z,2,"The views already 😮 i told everyone pitbull a star, you cant fool the people anymore we have internet to see the corruption and robberies they always do",True
@omarcruz5508,2024-03-31T15:13:34Z,0,Mexicanos puro descendientes de guerreros Aztecas.,True
@Terriza,2024-03-31T15:13:21Z,1,Mas miedo le tendra gervonta Davis al pitbull 😂😂😂😂,True
@irvingmisaelXD,2024-03-31T15:13:16Z,0,Gervanta fears this guy. Here why.,True
@CorwinCutler,2024-03-31T15:13:14Z,0,"ROLLY IS A MENTALLY CHALLENGED person in the professional sport of boxing…
He never gets better. His boxing style is so chaotic and fucking stupid. It really pisses me off when I watch him box.  💀🤦🏽🤦🏽🤦🏽😂",True
@aferrer74,2024-03-31T15:13:10Z,0,"Pitbull vs Matias 🇵🇷🥊🇲🇽☝️👍 Romero should retire,  he is getting beat up just like Gamboa😂😂😂",True
@goldiegold8581,2024-03-31T15:13:08Z,1,THAT WAS EASY!  I KNEW CRUZ WAS THE WINNER BEFORE THEY EVEN STARTED FIGHTING.,True
@thegiftedone5805,2024-03-31T15:13:01Z,0,😂😂 too much talking,True
@PETER_G24,2024-03-31T15:12:56Z,0,"I told Twitter pitbull is coming, he no joke",True
@losertherapy244,2024-03-31T15:12:37Z,0,Isaac Cruz is the mf man🔥,True
@LatinGhost916,2024-03-31T15:12:14Z,0,I knew Rolly was bound to lose,True
@4lifedeathwish,2024-03-31T15:12:11Z,0,"I like Cruz but it was disappointing that the typical boxing crowd disrespects people that get in the ring for our blood thirsty entertainment to boo them out the arena. That’s the reason big fights don’t happen in boxing for fighters not wanting that treatment and to be looked in the light of a loser.
Where when I watch MMA fighters and fans show great respect after the other fighter endured a beating. Most MMA greats got like 5-10 losses on their records and aren’t looked at as any less",True
@sonnaga94,2024-03-31T15:12:00Z,0,Menari dengan elegan,True
@hdquin,2024-03-31T15:11:55Z,0,Too happy to beat a tomato can smh,True
@dccamp3821,2024-03-31T15:11:33Z,0,Not rolly lookin at the ref for some help 😂😂😂,True
@_JusDavid_,2024-03-31T15:11:27Z,0,Mexico just got themselves a gud champion at 140lbs,True
@derlismartinez1447,2024-03-31T15:11:19Z,0,Viva México cabrones 🎉,True
@jay-c6128,2024-03-31T15:10:59Z,0,Vs tank 2...,True
@Fg2_Sosa,2024-03-31T15:10:41Z,0,"Y’all have a good night & happy eastern Jesus love y’all 😂
Romero Last words🤣",True
@Calogerognvrly,2024-03-31T15:10:28Z,0,I don’t see nobody dropping Cruz. This man a beast.,True
@user-xu3od9tw4p,2024-03-31T15:10:06Z,8,"From Libya, congratulations to Pitbull Cruz 💪",True
@build.time.silence.free.6902,2024-03-31T15:09:50Z,1,"Chi Rolli huahua  😂  l😂😂😂😂 

Cruz had you pleading for mercy!!!.😂😂🫣🫣🫣🤣🤣🤣🫣🫣🫣🫣🫣🫣🫣🫣🫣🫣🫣🤣🤣🤣🤣",True
@SuperMarxism,2024-03-31T15:09:48Z,0,That dance will be remembered for quite a while.atleast he fought like a warrior ans did not run n hug.congrats pitbull cruz,True
@otitokinyaha2292,2024-03-31T15:09:42Z,0,"The guy destroyed always face, chest, lungs 🫁",True
@Calogerognvrly,2024-03-31T15:09:29Z,0,Rolly need to hang it up after this loss,True
@maricrismorenovlogs4346,2024-03-31T15:09:24Z,0,pitbull 💯,True
@Qitos_1547,2024-03-31T15:09:24Z,0,"What this fool pit did, tank couldn't do tank is the scary a💤 that don't want the smoke
Puro Mexico Cabrones 🇲🇽🦾",True
@mouafishing559,2024-03-31T15:09:18Z,0,No doubt that Cruz was gonna be rolly. I thought Cruz was gonna knock him out in round 6,True
@marianosilva7730,2024-03-31T15:09:14Z,0,Can’t believe that was the world Champion he didn’t even put up a fight. All he did was wrestle.,True
@claudionhernandez6574,2024-03-31T15:09:13Z,0,Been destroyed by a pitbull 😂,True
@belmontpaul6855,2024-03-31T15:09:09Z,0,Tank don't want smoke,True
@user-jx4jk8cq7s,2024-03-31T15:08:53Z,0,Por bocon,True
@bass6ix651,2024-03-31T15:08:34Z,0,"The only ninja to check tank, rollie tweakin thinking he finna win that😂😂😂",True
@DawgyJotti,2024-03-31T15:08:23Z,0,expected better from rolly🙃,True
@ronsakaluran8480,2024-03-31T15:07:49Z,11,"this man make proud The Great Julio Cesar Chaves, Eric morales, Juan Manuel Marques, Manny Paquiao, and all the Mexican people, Congrats for Cruz
from Malaysia❤",True
@MrBLACKGSXR1000,2024-03-31T15:07:47Z,0,That escalated quickly,True
@ignacioreveles8732,2024-03-31T15:07:46Z,0,I think PIT BULL just retired Rolly 👏🏽👏🏽👏🏽👏🏽 WOW,True
@MR2GR33DY,2024-03-31T15:07:26Z,0,Shout out Cruz but this was definitely his worst performance I already knew rolly wasn’t gonna win dude be screaming louder then he punches shit funny asf,True
@aligatortatotatotaovic1890,2024-03-31T15:07:19Z,0,Adrien Broner vs Maidana :D,True
@AP-ur2yy,2024-03-31T15:07:01Z,0,This says Rolly vs Isac highlights but only showed rolly getting his ass whooped,True
@angelnunez7418,2024-03-31T15:07:00Z,0,"Serious question and also pure curiosity. 
How did Rolly make it big into boxing ?😭",True
@user-md6mx9ve1l,2024-03-31T15:06:42Z,0,"Oh, my, YOU KNOW THIS IS GOING TO ""WHEN TRASH TALKING GONE WRONG"" AND YES PUT THAT BIG NOSTRIL AS WELL INTERRUPTING PITBULLS INTERVIEW THAT HE'S GETTING KO'D , AND HE SAYS THAT DE LA HOYA IS A "" HORRIBLE PERSON"", SO HE'S CLASSY? 😂😂😂",True
@MaximilianoCortes-xf7mn,2024-03-31T15:06:41Z,0,VIVA MEXICO,True
@emanuelscott8583,2024-03-31T15:06:32Z,0,"Pitbull Cruz went toe to toe with Tank Davis, we expected him to demolish Rolly… Congrats champ",True
@UFCresultsweekly,2024-03-31T15:06:28Z,0,Ref was great that should be the standard minimum,True
@NateSmith87,2024-03-31T15:06:10Z,0,He beat the FUCK out of him. Had no chance.,True
@kevinacosta3473,2024-03-31T15:05:55Z,0,Lol 😅,True
@yonyspena7913,2024-03-31T15:05:34Z,0,POR BOCÓN!! TOMAAAA💥🔥🔥🔥🔥😩🐷🔥🔥🔥,True
@mattpeterson1694,2024-03-31T15:05:33Z,0,i knew cruz was going to finish this bum,True
@juandanieltoralcampos9231,2024-03-31T15:05:09Z,0,Felicidades campeón 🇲🇽🇲🇽,True
@cobra4961,2024-03-31T15:05:05Z,0,Osicon Romero VALISTES RIATA ni te podias parar HAHAHAHA!!! SE LA PELAN CON MEXICO CHAPARRITOS DERIVANDO BABOSOS!!!!,True
@eduardocorrea8852,2024-03-31T15:05:00Z,0,Barroso must be happy as hell,True
@biwa1565,2024-03-31T15:04:53Z,0,Wkwkw kalah tuh,True
@DATBOIYK,2024-03-31T15:04:52Z,1,Rolly really lose every fight since tank,True
@sacydiallo9488,2024-03-31T15:04:43Z,0,Lets be real we all saw this coming😂,True
@axedres,2024-03-31T15:04:41Z,0,lol dancing clown romero vs a REAL PITBULL😂,True
@kentaviusware7638,2024-03-31T15:04:36Z,0,Pitbull beat the pies outta Romero,True
@maddogsenglishmen8020,2024-03-31T15:04:04Z,0,Romeros mouth gets him fights not his skills,True
@whatshisface1390,2024-03-31T15:04:00Z,1,"Let’s be real, they should have stopped this shit in the 1st round! That’s a lot of brain damage!",True
@pctcolin9541,2024-03-31T15:03:50Z,0,Be big money if tank give 2nd fight,True
@kelvinbrank314,2024-03-31T15:03:50Z,0,😂😂😂🤣🤣🤣,True
@DavidReinoso911,2024-03-31T15:03:44Z,0,😂,True
@NateSmith87,2024-03-31T15:03:41Z,0,Rolly's face in the still thumbnail after getting the left hook is outrageously funny.,True
@antoniofigueroa6592,2024-03-31T15:03:35Z,0,Jaja who is chihuahua,True
@takumiinthe86,2024-03-31T15:03:21Z,0,1.5m views in 11 hours is crazy this was a really sought after fight bigger than i imagine prolly bugger than tzyu,True
@Phantombay415,2024-03-31T15:03:10Z,0,Cruz is built from the same cloth as tank ..they need a rematch I think cruz could beat him,True
@abinadabdominguez9323,2024-03-31T15:02:53Z,0,*He looks like a chihuahua but hits like a monster*,True
@VicMprado,2024-03-31T15:02:28Z,0,Who is the chihuahua now??😂😂😂,True
@user-ey1gn5ec6o,2024-03-31T15:02:21Z,0,Viva México Isaac Cruz pitbull..nunca me de ver esa pelea.honraste a todo México.diste buena pelea bendiciones para ti y también para la familia,True
@MillaChip,2024-03-31T15:01:58Z,0,😅😅😅😅😅😅😅 I career is done this man tlk so much bull 🐂 💩 n still can't boot up 😂,True
@joserojoquintero5779,2024-03-31T15:01:56Z,0,Asi nacen los ídolos del box los campeones del mundo reconocidos por la bravura y por qué salen a matar o a morír así como JCChavez así como Sal Sanchez así como el dinamita el terrible la chiquita el finito Zarate Pintor el gallo el vaquero Olivarez a esos mis respetos junto con el Pitbull pero al canelas la neta eso le falta para llegarle al corazón de la mayoría de los fanáticos de las orejas de coliflor,True
@B1FFCO,2024-03-31T15:01:56Z,0,Better stoppage than the one rolly had against the 60 year old,True
@MrIWR,2024-03-31T15:01:49Z,0,I think he him a rematch with tank Davis,True
@Dante__0,2024-03-31T15:01:08Z,0,Rolly finna be like nah i won still bru,True
@linoalbeusnardo6673,2024-03-31T15:01:03Z,0,Thankyou pitbull easy money for me,True
@alexarriaga5382,2024-03-31T15:00:50Z,0,Lol this is not a surprise rolly had no defense or power to square up with a beast like cruz,True
@user-yh8gb2gb5y,2024-03-31T15:00:38Z,0,This Cruz.  Would beat tank Davis.  He was way better this time around,True
@hansshelby1846,2024-03-31T15:00:35Z,2,"That's Philippine pride, right there. 🇵🇭",True
@NENU76,2024-03-31T14:59:46Z,0,"El pitbull me hace acordar a un tal chino Maidana, un boxeador pura sangre que iba al frente sin miedo y que pegaba bien fuerte y aguantaba todo.",True
@felixdavis9806,2024-03-31T14:59:41Z,0,I glad he lost he talk 2 much h😊,True
@blvckbeard7038,2024-03-31T14:59:28Z,0,"Me alegro tanto que le metió en la cara 😂😂😂 

Pitbull el mejor🔥🔥🔥",True
@garnetsamuel5320,2024-03-31T14:59:21Z,1,"""Ha....aa......appy easter errrrbdyy"".

-Rolly",True
@THEronleon1,2024-03-31T14:59:12Z,0,Haney bout to go undisputed again,True
@ashervirin9698,2024-03-31T14:59:11Z,0,"I thought cruz would win but this was an almost cruel and unusual battering from Isaac, what an absolute fucking monster!!! Rolly never deserved to be champion but I'm glad that its worked out for cruz to get the belt this way",True
@jolooocruz,2024-03-31T14:58:30Z,0,Rolly looks stupid and funny hahahaha,True
@iwancimeng1397,2024-03-31T14:58:27Z,0,Pitbull membungkam omong kosong Romero,True
@BrandonAlexanderPinon-dd3dh,2024-03-31T14:57:53Z,0,Felicidades a pitbull cruz,True
@Guerrero1187,2024-03-31T14:57:47Z,1,He is such a humble man. He’s going to make a great champion and role model. Viva Mexico 🇲🇽,True
@raulencarnacion6311,2024-03-31T14:57:45Z,0,"Felicidades a cruz,,,Romero habla demasiado M",True
@MeatBallBoy23,2024-03-31T14:57:40Z,0,Cruz keeps a good balance even when throwing power shots in combination. Very impressive.,True
@reggiesongz7646,2024-03-31T14:57:40Z,0,Pitbull she go after Devon Haney now Then spend the block on Davis,True
@user-md6mx9ve1l,2024-03-31T14:57:37Z,0,"EXACTLY WHAT CANELO MEANT ""I DON'T WANT TO FIGHT A FELLOW MEXICAN"", IT WAS A MEXICAN NIGHT, WHICH IS THE FULL ,""FULFILLMENT"" THAT THEY DEFEATED A NON MEXICAN!!  MARTINEZ DEFENDED HIS BELT,PITBULL CRUZ WON THE WBA, FUNDORA WON THE WBC AND WBO, SIESTA ESTRADA UNDISPUTED!! AGAINST NONE MEXICAN THAT'S MOST SATISFYING 🥊",True
@haroldjohnson651,2024-03-31T14:57:24Z,0,OMG lmao Rolly needs to call it quits lmao,True
@devilrock88,2024-03-31T14:57:24Z,0,"Congrats Champ! Isaac ""Pitbull"" Cruz🍻 Made him dance like Macarena😂",True
@user-ey1gn5ec6o,2024-03-31T14:57:17Z,0,Muy bien Isaac Cruz pitbull..isiste que se meta los comentarios del cobarde rolly dónde ya sabes.. Dios te bendiga pitbull Isaac Cruz,True
@TruePyro504,2024-03-31T14:56:57Z,0,Rolly need to stop fighting,True
@dangeorge9883,2024-03-31T14:56:40Z,1,"Rolly has a terrible corner! He should find a proper coach! This fight ought to be executed with a ""stick and move"" strategy! This ought to be easy work! Its a shame actually!!!",True
@mrcazador3408,2024-03-31T14:56:05Z,0,Where’s Diddy’s Boy ????? You know he’s really going avoid a rematch even more 😂😂😂😂😂,True
@harolperalta7947,2024-03-31T14:56:05Z,0,Eres una bestia pitbull!,True
@franciscosolismendez3430,2024-03-31T14:56:04Z,0,Esas son las consecuencias de soltar la lengua... Viva México si señor!! 😊,True
