author,updated_at,like_count,text,public
@dilsan78,2024-03-31T16:01:04Z,0,"Would love to see a Pitbull vs Tank rematch, Gervonta said he wasn't gonna fight him again (not sure why he said that) but Pitbull is a champ now. I would probably be a fun fight with fireworks and the public wants to see that fight.",True
@gavinoromero6619,2024-03-31T16:01:01Z,0,Romero.....got knocked...peace fam,True
@concretejungle6583,2024-03-31T16:00:49Z,0,"I knew it was gonna dis way 😂😂😂
Essé nickname is pitbull 
You don’t fuck with nobody with that nickname lol 
Great job Champ 🥊🥊",True
@bozwreck89,2024-03-31T16:00:49Z,0,Had him wishing y’all a happy Easter,True
@mandiola2010,2024-03-31T16:00:45Z,0,So enjoyable!!! Congrats to Cruz!!,True
@edwingaleano1708,2024-03-31T16:00:42Z,0,Pitbull is a problem at 140.,True
@marcoliborio8595,2024-03-31T16:00:26Z,0,Viva México cabrones...!!,True
@latagawvlog7842,2024-03-31T16:00:21Z,0,i know he can be a champion. heart like a lion. fight when it says fight.,True
@EldenMikeIDeza,2024-03-31T16:00:12Z,0,Cruz the reason why I'm not bored on this new era of boxing.,True
@marcelojorame4180,2024-03-31T16:00:08Z,0,He got his ass whooped!!!,True
@user-ys6qm8bt7v,2024-03-31T16:00:06Z,0,❤❤❤❤❤❤❤❤,True
@justindrummond7619,2024-03-31T15:59:57Z,0,MW Productions had to do get one more good check off Rolly but ultimately They Sacrificial Lambed that boi. They knew he couldnt win but could sell the fight. All Business all the time.,True
@thebigbosss1000,2024-03-31T15:59:46Z,0,Now rolly is going to be on those videos “ when talking sh!t goes wrong “ Viva Mexico hijos de su puta madre 👍🏽,True
@Mars_is_taken,2024-03-31T15:59:35Z,0,"Rolly got a glass chin he was the weakest 140 champion , Issac is now the weakest champion at 140 and will get outboxed by the other champs at 140",True
@flightlessdrone5734,2024-03-31T15:59:33Z,0,"Isaac cruz is not my favorite fighter...but I've always respected him. even though he has an aggressive/bully/brawler type of style, he NEVER, EVER fights dirty. he always respects his opponent and he's always fought clean even when he was behind in fights. true professional. congrats to him and his camp on the win.",True
@MrRichiec09,2024-03-31T15:59:31Z,0,"Pitbull Cruz beats Tank ""again"" next! Let's go!!!",True
@rizmuertesupernaturalchann1811,2024-03-31T15:58:59Z,0,Rolly is  trash he shouldn't be boxing anymore after this👎,True
@dannytapec1710,2024-03-31T15:58:49Z,0,"next time dont under estimate pitbull ,he is the mexican warrior,and humble boxer,im filipino but here i am,VIVA MEXICOOOOO",True
@T2R0U2M4P,2024-03-31T15:58:48Z,0,Rolly did a good job blocking his punches with his face,True
@kingjames3570,2024-03-31T15:58:34Z,0,I enjoyed this immensely,True
@lin0830michael,2024-03-31T15:58:11Z,0,The referee should have stopped the fight in the first round,True
@Lucasaragon000,2024-03-31T15:58:10Z,0,Que se retire Romero después de la humillación que le hizo pasar el pitbull,True
@kingjames3570,2024-03-31T15:58:09Z,0,Romero is a FN JOKE,True
@nikoangeles,2024-03-31T15:58:03Z,0,last 5 punches by Pitbull were on point. All were to the head. 👌,True
@car77777,2024-03-31T15:57:56Z,0,"Damn what a beast brothers dayuuuuuuummmmmmmmm
A literally real life human pitbull",True
@reefferhemp9774,2024-03-31T15:57:52Z,0,Glass Chins are seriously 😳 underrated 😆,True
@ronnyrath816,2024-03-31T15:57:47Z,0,That's why Tank so scare of rematch.,True
@felipecatequista8491,2024-03-31T15:57:32Z,0,Rematch against tank and cruz so that we can see a good fight,True
@gimmeme4269,2024-03-31T15:57:28Z,0,Rolly defense is horrendous 😅,True
@Yellowfellla,2024-03-31T15:57:22Z,0,Can’t lie rolly can take a hit his ability to stay up this long in this fight and he never had a chance also think about how many fighters these days quit when they no they can’t win he gave it his all he just had nothing for him 😂💯,True
@sergionaveda1751,2024-03-31T15:57:12Z,0,Dude Romero look like he wake up dancing bachata  .. bachata dude 😆😆😆😆 put that lil boy on fire hahaha 🇲🇽🇲🇽🇲🇽,True
@juanbaltazar1446,2024-03-31T15:57:07Z,0,"Eso pitbull, viva Mexico putos",True
@carloscollazo8395,2024-03-31T15:56:57Z,0,Rolly gotta retire bruh,True
@user-up7ve2wf2m,2024-03-31T15:56:50Z,0,Que venga rain garcia para que el pitbull lo retire,True
@enrique2042,2024-03-31T15:55:23Z,0,Por  entrenamiento excesivo del cuello ha ganado 😂,True
@armandogutierrez8276,2024-03-31T15:55:18Z,0,Puto norteamericano para que sigas de hablador arriba el Pitbull viva México cabrones,True
@MexlycanFilmico,2024-03-31T15:55:01Z,2,There is a reason Gervonta Davis don't want none of that smoke.,True
@frankcovarrubias7013,2024-03-31T15:54:52Z,0,BEAST MODE..starting right  after bell!!,True
@EsliGomez-hu4zp,2024-03-31T15:54:24Z,0,Romero always has been an easy opponent,True
@theexpert5085,2024-03-31T15:54:18Z,0,Cruz beat the BRAKES OFF ROLLY...he might have fixed that lisp with that last combo,True
@burlingmill,2024-03-31T15:54:06Z,0,The referee looked like he was shielding rolly from a pitbull attack,True
@Jody562,2024-03-31T15:53:46Z,0,All that trash talking and got the breaks beat off him😂 we need that davis vs Cruz rematch,True
@Diminish12,2024-03-31T15:53:41Z,0,"Now i know why Tank never wanted to give this dude Rematch over his split decision win against Pitbull. Only Mayweather, Pacquiao, Canelo, Andre Ward, Tyson Fury, etc. have the balls to rematch an opponent even after they won. Respect to those true Champions.",True
@esp7128,2024-03-31T15:53:27Z,0,That’s robbery bro. I wanna see rolly the dolly rolling on the floor.😂,True
@miltonhill577,2024-03-31T15:53:02Z,0,Beat him like he stole some😂😂,True
@kllgrogto5838,2024-03-31T15:52:56Z,0,It is just ridiculous how Romero confused a Pitbull for a Chihuahua😂😂 Now he knows,True
@glennleogapusan9675,2024-03-31T15:52:44Z,0,The pitbull made Rolly into a barking chihuahua keeping the gate.,True
@sh1161943,2024-03-31T15:52:35Z,0,This is so much like Sanchez and Gomes back in the 80's.,True
@ryananderson209,2024-03-31T15:52:09Z,0,Omm Cruz is a smaller Maidana dudes a beast,True
@isaacisaac4470,2024-03-31T15:52:05Z,0,We all know Pitbull deserves to be champ he's worked hard for this! Viva mexico!,True
@mikimiyazaki,2024-03-31T15:52:03Z,0,Rolly was rolling and bumbling stumbling and fumbling.,True
@sistemasdevideointegrales2787,2024-03-31T15:51:55Z,0,Rolly es de los peleadores que busca Canelo. 😂😂😂,True
@mobolajioluwole4746,2024-03-31T15:51:47Z,0,Damn 😂😂😂 niggas legs was Shaking,True
@rakimcole9447,2024-03-31T15:51:39Z,0,Rolly need to honestly whole heartedly shut the fuck up scrap your whole team hit the drawing board and rethink your decisions..the world can tell just off your jab alone thst your not making it far....OFF YOUR JAB ALONE ..HORRIBLE,True
@gvalencia28,2024-03-31T15:51:33Z,0,Cayando vocas el pitbull Cruz viva 🇲🇽🇲🇽,True
@frankiribe4417,2024-03-31T15:51:25Z,0,Pitbull- Bull -Cruz on P-B-C.,True
@rell2lavish943,2024-03-31T15:51:24Z,0,beating his ass,True
@commonsense5191,2024-03-31T15:51:24Z,0,I’m not Mexican I’m Hondurean but mexico has great fighters give my boiiii pittbull cruz another dance with chicken shit gervantis they stole the first fight from Cruz,True
@LaGalliza-im1by,2024-03-31T15:51:19Z,1,Puro poder mexicano🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽 así o quieres para llevar😂😂😂😂😂😂,True
@kannon2678,2024-03-31T15:51:07Z,0,This is the same man that Beat Tank Davis if your here to see greatness u just witness it now go watch Pitbull 🆚 Tank.,True
@WhosGonnaStopUsTv,2024-03-31T15:50:53Z,25,Really happy to see when someone humble that worked so hard gets his hard work recognized. Well deserved pitbull cruz!,True
@Hjefe308,2024-03-31T15:50:51Z,1,"congrats to the pittbull, i see now why dudes are SHOOK ONES!!  VIVA MEXICOOO",True
@DANNY-bv7od,2024-03-31T15:50:25Z,0,Cruz vs Tank???,True
@user-db4dc7zz5v,2024-03-31T15:50:13Z,0,Hay nadamas esta su chiwawa para todos los que son mas ocicones que lo que tienen de grandotes y habladores lo tienen de pendejos,True
@carloscalo3667,2024-03-31T15:50:04Z,47,Isaac is a great fighter a very good example of how mexican people get street fights in México,True
@carloschavez8922,2024-03-31T15:50:03Z,0,We need tank vs Cruz rematch,True
@dbuckner92,2024-03-31T15:50:00Z,0,Good stoppage,True
@AlexanderCalzadoAlvarez,2024-03-31T15:49:48Z,0,Papi tu eres el  animal,True
@osvaldosarli1101,2024-03-31T15:49:28Z,0,"Romero no tiene idea de como se debe defender. Recibe todo lo que le tiran !!! Es extraño, porque si tiene entrenador de escuela cubana, ellos dominan bien ése aspecto del combate...!",True
@3rdeyeboxing878,2024-03-31T15:49:16Z,0,Rolly did this to himself,True
@Hamza-dg6dr,2024-03-31T15:49:03Z,0,I knew Cruz was always going to win,True
@khankratos2928,2024-03-31T15:48:38Z,0,Can i watch full fight on prime video?,True
@easybeetripnatrip6541,2024-03-31T15:48:23Z,0,Pit bull is a real champ,True
@FireForce2513,2024-03-31T15:48:23Z,1,"Dang it Ippei, I told you to take the over 😂😂",True
@keifsavage1090,2024-03-31T15:48:20Z,0,I still like Rolly 😢,True
@joelmora5499,2024-03-31T15:48:11Z,0,Look this combinations Waoo he is a beast.,True
@stevenflores80,2024-03-31T15:48:08Z,0,Let’s gooooooo!! Pit bull!!!!! He’s the real deal!!! NOW Tank Run it back!!!,True
@jq2330,2024-03-31T15:47:57Z,0,Don't ever estimate the power and mental of a Mexican fighter.,True
@HORROBLEsinger,2024-03-31T15:47:41Z,1,Most satisfying loss I’ve seen thank you now leave this sport you joke,True
@carlosj9276,2024-03-31T15:47:34Z,0,Hahahahahaa 😂😂😂que costalote es ese tipo para que aprenda.  A Respectar,True
@kaliforniaman,2024-03-31T15:47:29Z,40,Rolly is the Adrien Broner of boxing…the Latin version 😂🤣,True
@chutasan8299,2024-03-31T15:47:09Z,0,This is one of the most SATISFYING fights I've seen. Rolly ate a full meal of CROW and HUMBLE pie.  Now go cry 1n a c0rner!!!,True
@luisalmanza1268,2024-03-31T15:47:03Z,0,Lopez is next,True
@rodolfoanaya5340,2024-03-31T15:47:01Z,0,And is going to be there for a while!!,True
@Mr6Figure,2024-03-31T15:46:48Z,0,sheeeesh whooped em,True
@yeshuagmz7239,2024-03-31T15:46:27Z,1,Romero piñata 😂 viva 🇲🇽 cabones a new champion for mexico 💪🔥,True
@derriond,2024-03-31T15:46:22Z,0,I fw tank but this is why he respectfully declined a rematch. In my humble opinion Cruz is the only challenge to him rn,True
@d-boogiewitdagoodies5849,2024-03-31T15:46:20Z,0,"Pitbull couldn’t do this to Tank but you got bias fans claiming he did just this very thing minus the stoppage😂😂😂
Tank outboxed Pitbull beautifully but bc Pitbull was the aggressor he “Won”. Give me a break, but that lil mf can fight. Tanks defense was just that good and he was able to move and avoid getting hit most of the time but Pitbull did catch him and counter him good. 
But just bc you won a few rounds doesn’t mean you won the fight. I like Pitbull, I just don’t think he could beat a 2 handed Tank or should I say make it to the final bell like last time, too much skill. A fighter that can outthink him is too dangerous for Pitbulls career and that’s why he turned down the fight with Shakur bc he didn’t wanna chase him all night and possibly lose on points.",True
@Boychikpsyem,2024-03-31T15:46:19Z,1,"Tank gave him the spotlight, the old man exposed him, bought him a title, pit bull mauled his ass. Dude a real life goofy.",True
@activeubkr,2024-03-31T15:46:05Z,0,Pitbull hitting hards asf,True
@mikemacapala5631,2024-03-31T15:46:05Z,0,no wonder davis dont want a rematch,True
@micahdragon4445,2024-03-31T15:45:39Z,0,LETS GOOOOOO!!!!! 🇲🇽 lol,True
@mqproductions,2024-03-31T15:45:39Z,0,"Romero is just not a good fighter. Never was, never will be. Can't believe he even held a belt at all. 😂🤦🏻‍♂️",True
@Coopding88,2024-03-31T15:45:18Z,0,We all knew this would happen ffs,True
@rodolfoanaya5340,2024-03-31T15:45:16Z,0,Se va a quedar de campeon por un buen tuempo,True
@IamDEC_,2024-03-31T15:45:12Z,0,Awesome ref,True
@danpricop6670,2024-03-31T15:45:12Z,0,"...finally,Rolly Chiwhawha Bolero...ro.",True
@jonlabore8213,2024-03-31T15:45:07Z,0,Lmao 🤣 good job Romero 😂,True
@georgejrescoto522,2024-03-31T15:45:02Z,1,"Straight mopped Rolly lmao ,
Viva Mexico putos!!",True
@adamblancas6850,2024-03-31T15:44:49Z,0,Bro ryan would have ate your ass rolly learn to stfu😂,True
@sellig3621,2024-03-31T15:44:47Z,0,Man how do you can make so much trash talking against Pitbull. This guy ist just my opinion best boxer in his weight  classes and he can beat everybody doesn't  matter who.,True
@richarddiaz1893,2024-03-31T15:44:33Z,0,That's what happens when you talk all that garbage.when fight time comes that tail goes underneath that a-ho. Congratulations to the new champion de Mexico gracias pitbull.💪 🇲🇽  Greetings East Los Angeles Califas 🇲🇽 🇺🇲,True
@garypeterson4733,2024-03-31T15:44:24Z,0,🗣WOW😂😂😂😂😂,True
@benjavier8262,2024-03-31T15:44:18Z,0,M not impressed by neither of these casuals🥊,True
@cristhianromero6420,2024-03-31T15:44:12Z,0,Esa si es pelea no que la canelita puro circo,True
@killakam3600,2024-03-31T15:44:11Z,0,"We all knew this was going to happen. Rolly ain't been the same since that Tank hit, and his last opponent got cheated.",True
@9mully.,2024-03-31T15:43:46Z,0,easiest title fight for cruz 😂😂,True
@larubiamia,2024-03-31T15:43:25Z,0,That was a good stoppage. God job ref,True
@anthonyhernandez9522,2024-03-31T15:43:23Z,1,Why is rolly getting these fights he sucks,True
@HAVEFAITH83,2024-03-31T15:43:09Z,1,ROLLY POLLY SHOULD NEVER BE A BOXER,True
@neiljiroirinco5449,2024-03-31T15:43:06Z,0,Pitbull.Defeat Chupapi.Muńańo.hahah,True
@dipinsoman5582,2024-03-31T15:42:51Z,2,Rolly the worst fighter ever ..just talk...pathetic,True
@wellconnected7780,2024-03-31T15:42:44Z,0,"Rolly looking like AB out there. Salute to Issac, but keeping it 3000s, That chiwawa pendant legendary, because statue wise it's spot on but thats gone be 1 tuff L to tote.🤣😂Rolle had every advantage. Except the fight in the Dog.",True
@moneymitch913,2024-03-31T15:42:40Z,2,"Shakur vs Pitbull next?
👇",True
@user-bg4ut4rt4q,2024-03-31T15:42:35Z,0,Eso te pasa por bocón. No conectaste ni un golpe 😂😂😂😂😂😂😂😂😂,True
@jayrab446,2024-03-31T15:42:32Z,0,Thanks pitbull. You won me 2Gs,True
@Nestayoo8643,2024-03-31T15:42:30Z,0,Rolly fighting as a coward,True
@ofwz,2024-03-31T15:42:29Z,0,😮😮😮,True
@robkeller3431,2024-03-31T15:42:25Z,0,Rollie got the heart of lion. He went out on his shield. No quit in him.,True
@Wade_SBB,2024-03-31T15:42:21Z,0,Gevonta’s leftovers,True
@JoseReyes-lp7lt,2024-03-31T15:42:19Z,0,Rolly has no guard at all,True
@fontzzzz6069,2024-03-31T15:41:59Z,0,"Romero has to fix this problem, so susceptible to left hooks",True
@Alph2405,2024-03-31T15:41:49Z,0,"Pit bull not to be overlooked, he’s a challenging opponent for anyone in his division. Reminds me a maidana.",True
@frankysalazar6857,2024-03-31T15:41:31Z,0,"I wasn’t that impressed by Cruz, I knew Romero has always been 🚮🗑️.",True
@deshawnnathan9359,2024-03-31T15:41:25Z,0,After I seen pitbull and tank fight I knew rolly had no chance of beating pitbull,True
@klr6558,2024-03-31T15:41:23Z,0,Romeros career = RIP,True
@CruzJM,2024-03-31T15:41:21Z,2,CRUZ KNOWS HIW TO HIT THE PIÑATA!,True
@God_lovin_Patriot,2024-03-31T15:40:57Z,167,Cruz had him walking like baby Bambi. 😂,True
@octaviolozano7228,2024-03-31T15:40:57Z,0,Revancha con davis y le va a pasar lo mismo que a la rolly.,True
@xrg9355,2024-03-31T15:40:37Z,1,That looked like a pitbull mauling a stray dog,True
@RickyRegal.,2024-03-31T15:40:34Z,0,Imagine being a professional boxer and getting rocked the way Romero got rocked in the first round 😂,True
@ur1man,2024-03-31T15:40:32Z,0,rolly sucks lmao,True
@juliosandoval8244,2024-03-31T15:40:26Z,0,Viva mexicooo that fuuu got glocked hard.,True
@Simio4reall.enSpotify,2024-03-31T15:40:22Z,0,Se lo comió a vergasos,True
@Aviator369,2024-03-31T15:39:59Z,2,Right in Mexico 🇲🇽 we say ! A Pan y verga le ganó Cruz 🥊🥊🇲🇽🇲🇽,True
@salomonburbaranassar752,2024-03-31T15:39:57Z,1,"😂😂😂😂 Mamma mia!!!!! Thanks Referee for stop the fight, Rolly don't what happen after that storm of punches 😂😂😂😂",True
@keymajor8068,2024-03-31T15:39:56Z,0,Cruz had bros head looking like a double end bag 😩😩,True
@chrispasley7937,2024-03-31T15:39:35Z,0,"Yes 😂that's what I am talking about ""Pit Bull"" yes yes 💪🏾🙏🏾",True
@Simio4reall.enSpotify,2024-03-31T15:39:23Z,1,Romero parece amateur jajajajaj 😂,True
@keifer_htn,2024-03-31T15:39:18Z,0,"Bro lost to a chihuahua, an old man and a man dancing in his underwear on instagram live 💀",True
@franciscosantiago-pm2rr,2024-03-31T15:39:17Z,0,El Chihuahua en modo bestia pittbull ahuevo viva México 🇲🇽 viva el pittbul cruz gracias por poner a Mexico 🇲🇽 el alto esta noche gracias campeón Mexico te apolla eres la mera vena,True
@kaosdeath8527,2024-03-31T15:39:04Z,0,"Como lo dijo el pitbull, bajando isac como el campeón del mundo🌎❤",True
@pejuangrp6648,2024-03-31T15:39:01Z,0,just retire romero,True
@user-ny4ov5wn6v,2024-03-31T15:38:46Z,0,😂,True
@frankysalazar6857,2024-03-31T15:38:39Z,0,"I thought we were finally done with some of the old showtime commentators. But no, we still have to deal with them 🙄.",True
@javierflores5879,2024-03-31T15:38:28Z,0,Paliza,True
@herikluzardo7177,2024-03-31T15:38:19Z,21,"Viva México el Pitbull saludos y bendiciones
Desde Venezuela",True
@WhiskeyTangoFoxtrot290,2024-03-31T15:38:14Z,1,This was glorious!!! This is what happens when you fight real opponents,True
@joelmunoz8102,2024-03-31T15:37:59Z,0,I want all da smoke 😂,True
@billkingll1678,2024-03-31T15:37:51Z,1,👴🏾~ THROW THE TOWEL!!!!!! THROW THE DAMN TOWEEELLLL!!!!!!!,True
@joelmunoz8102,2024-03-31T15:37:43Z,1,Where the rollie fans attt😅,True
@Edwin.Mr.acevedo,2024-03-31T15:37:36Z,0,¡Ese perro no ladra pero como muerde!,True
@thesir8028,2024-03-31T15:37:36Z,0,Who the chihuahua now Rolly😂,True
@njrthedj,2024-03-31T15:37:32Z,0,"Pitbull is a monster in the ring! Even Ryan Garcia can't beat him. Congratulations, Isaac ""Pitbull"" Cruz! 🫡",True
@1GSBoobieGS7,2024-03-31T15:37:28Z,0,If you watch boxing you knew this shit was over before it started,True
@jmgalindos3913,2024-03-31T15:37:19Z,0,Cruz vs canelo,True
@ricardomontes4940,2024-03-31T15:37:13Z,0,Rolly pollie 😂😂,True
@vinceguzman8478,2024-03-31T15:37:13Z,0,Rolly looked like an amateur. He made Cruz look better then what he is,True
@victortorres811,2024-03-31T15:37:05Z,0,Thus only makes Tank look even better. Seperation of classes,True
@cowogosky,2024-03-31T15:36:53Z,0,One just throws wild punches with his head down hoping he doesn’t get caught and the other shouldn’t even be boxing at all.,True
@del_D.,2024-03-31T15:36:44Z,0,I knew Cruz was gon go crazy. Rolly ain’t have no plan foreal. Rolly needs a new camp man…develope a better arsenal for fighting in all aspects,True
@dereklemons5037,2024-03-31T15:36:41Z,0,Rolly needs to hangup the gloves,True
@gregoriosandoval6565,2024-03-31T15:36:40Z,0,Putete de mierda..por hocicon......con mexico no se metan idiotas😅😅😅😅,True
@Entrepreneurandfree,2024-03-31T15:36:08Z,0,But Rolly didn’t go down 😭😭😭,True
@eljoker7109,2024-03-31T15:36:03Z,0,Rolly is garbage,True
@francescozanetti630,2024-03-31T15:35:24Z,0,Monkey  vs pitbull,True
@King_BeeF,2024-03-31T15:35:22Z,0,That was for that old man Rolly stole that belt from. Easy work!,True
@gio.orbit5498,2024-03-31T15:35:20Z,0,rolly is my favorite figure skater,True
@drcrankenstein4819,2024-03-31T15:35:17Z,0,Canelo eres una vergüenza para México 💩😉,True
@billsquires853,2024-03-31T15:35:17Z,1,And now Who is the CHIUAHUA!!!!!,True
@maximomartins5323,2024-03-31T15:35:11Z,0,"😆😆😆 después del primer round romero supo que le darían una buena paliza 😆,se puso a bailar mejor 😆😆",True
@TimMacatangay,2024-03-31T15:34:50Z,0,Little mike Tyson.,True
@NicAngelo,2024-03-31T15:34:44Z,0,rolly doin the stanky legs in 2024 😭😭😭,True
@VaderKills,2024-03-31T15:34:27Z,0,"Nobody is surprised by this. Rolly is an awful fighter. No defense, hands down, throws wide winging shots. He sucks",True
@indo4weeks64,2024-03-31T15:34:12Z,0,I really didn’t want rolly to get ko smh,True
@AntwoyneJordan-lb5qt,2024-03-31T15:33:42Z,0,This is what Confidence without a plan b looks like😂 you know the over hand right is coming at some point.... you know it's coming....🤷🤷🤷🤷🤷🤷🤷AM I RIGHT so im confused,True
@JorgeAbrahamGama,2024-03-31T15:33:42Z,0,Awebooo cabrones arriba México chaaauuuuuuuu,True
@mafiantinocrown631,2024-03-31T15:33:29Z,0,Just like wat happen wen he fought the old man. But now the ref cant save him😂😂😂😂 Romero is just a clown champion and claiming for the best boxer in his division. 😂😂😂😂,True
@plesuandrei4273,2024-03-31T15:33:27Z,0,Thank god this hoe got another reality check😂,True
@diegopaez8007,2024-03-31T15:33:25Z,0,Parecido a amilcar y el chino maidana......le partio su mandarina....... hoy hay muchos campeones de papel....GRANDE PITBULL..........EL OTRO CAMPEON DE PAPEL PELEA EL 4 DE MAYO.,True
@darknessfadestolight4312,2024-03-31T15:32:58Z,0,I knew cruz was gonna beat him. Rolly nothing but a journeyman,True
@kaosdeath8527,2024-03-31T15:32:45Z,0,"Lo hizo mierda, pobre romero😂😂😂😂por hocico..",True
@de-shawncarter3850,2024-03-31T15:32:36Z,0,"The fight with tank vs Cruz made me realize that Cruz is a beast ,I expected rolli to get knock out and that's what technically happened",True
@Rafinicki87,2024-03-31T15:32:16Z,0,All that's ish he was speaking,True
@dariolopez8320,2024-03-31T15:32:04Z,0,Porque no detuvo antes el combate😢,True
@LuisDonado,2024-03-31T15:31:42Z,1,"Canelo can only wish to be called ""El orgulloso guerrero Mexicano""",True
@MarioLopez-tt1ey,2024-03-31T15:31:41Z,1,Mini Mike Tyson.,True
@Messiah8419,2024-03-31T15:31:09Z,0,Holy fuck 😂😂😂😂.,True
@redisred5476,2024-03-31T15:31:01Z,0,So sad romero punching bag face,True
@manuelmendoza6124,2024-03-31T15:30:44Z,0,I really like Cruz. He may not be the most technical boxer but man is he exciting to watch. And the way he uses the high guard.,True
@davidthornton2939,2024-03-31T15:30:37Z,0,Anybody that can fight on the back foot beats Cruz,True
@nathanperea9440,2024-03-31T15:30:17Z,0,Bro lost more brain cells after this,True
@Datboifox,2024-03-31T15:30:10Z,0,As soon as I said I’m going for Cruz he rocked rolly lol Cruz is some pressure 😮‍💨,True
@itsbing9967,2024-03-31T15:30:07Z,0,This is the guy that beat Davis.,True
@ChefD1994,2024-03-31T15:29:51Z,1,Tank rematch for the 140 belt then he can get haneys bitch ass belt,True
@Alecks_Martyn,2024-03-31T15:29:46Z,0,Beat him worse than tank,True
@erikjr3374,2024-03-31T15:29:25Z,0,Rolly is now irrelevant-why even speak about him anymore. Wasted talent....big mouth. Pitbull amazing.,True
@ChefD1994,2024-03-31T15:29:19Z,0,I really hoped this is how pitbull was gonna come out,True
@1realinvestor,2024-03-31T15:29:11Z,0,Satisfying beat down.,True
@jesussalvadoralmarazgarcia3552,2024-03-31T15:28:52Z,0,Oh men this es Big dog,True
@EdleyShine,2024-03-31T15:28:46Z,0,why they keep letting this dude Rolly in boxing str8 Basura,True
@JoseFlores-pm7qg,2024-03-31T15:28:44Z,0,Sooooo..........who's next???🤷‍♂️,True
@casibualjack72,2024-03-31T15:28:25Z,0,The result of being a Big Mouth Boxer.,True
@user-us1qj8mu1h,2024-03-31T15:28:18Z,0,He had Romero looking over his shoulder after every round before he went back to his corner 😂😂😂,True
@acevedoaandres,2024-03-31T15:28:11Z,0,This only shows how hard Gervonta Davis punch. Gervonta damega goods Romero.,True
@du-pree5026,2024-03-31T15:28:05Z,0,rolly chihuahua😂😅😅,True
@josenunez580,2024-03-31T15:27:59Z,0,Good job Cruz 👍,True
@Carlos36,2024-03-31T15:27:50Z,0,This beating was way worse rather than the tank tko.,True
@user-ws3uj6gr6b,2024-03-31T15:27:50Z,0,Jajajaja onta el Chihuahua 😂?,True
@freshboips5287,2024-03-31T15:27:42Z,0,He fucked him up 😂😂😂,True
@andreduran6516,2024-03-31T15:27:40Z,0,Don't know why Rolly boxes,True
@leoneitali4143,2024-03-31T15:27:20Z,0,"This is a real fight, not like Canelo's paid ones.🎉🎉🎉🎉🎉",True
@quevinperez1612,2024-03-31T15:26:57Z,0,He beat him up quick I didn’t get a chance to finish my food,True
@vfletes1,2024-03-31T15:26:54Z,0,Why they stop the fight.. he should have been knocked out... Tacuache .. needs to learn respect.. pinche no Negro,True
@DvlFIG,2024-03-31T15:26:37Z,0,Tank don’t want any of that 😂 🦆,True
@omezzy97,2024-03-31T15:26:32Z,0,Y’all don’t understand that this man is built different as strong if not toe to toe with Davis. If not better. Mans a beast,True
@TW-hb2cr,2024-03-31T15:26:06Z,0,"Now, I understand the term, ""Bruh got knocked into next week!"" 😂",True
@JohnathanMartinezBarrera,2024-03-31T15:25:43Z,0,9 golpes directos a la cara 😮 antes no lo mato gracias al referi😅,True
@dbu7151,2024-03-31T15:25:33Z,0,What a Azz Cuttin this was!!!,True
@MANAYout,2024-03-31T15:25:32Z,0,Tank vs cruzz next,True
@raulivanaraujopallares4447,2024-03-31T15:25:30Z,0,Se lo debieron de haber dejado otros 2 rounds para que desquitara bien sucoraje el Pitbull. Por que ni para desquitar el coraje le sirvio Romero. Que lastima que solo sea pura boca ese tal Rolly,True
@justoflores4082,2024-03-31T15:25:29Z,0,Mira canelita para que veas como se rifa un mexicano pallaso canelo,True
@demigod964,2024-03-31T15:24:54Z,0,Cruz hits like a drunk stepfather,True
@averywalton5664,2024-03-31T15:24:52Z,0,Smh show bizz 😞,True
@jb8656,2024-03-31T15:24:13Z,0,Who’s the chihuahua now  I’m soo pumped that this asshole got his ass whoop good love it,True
@noesantos4224,2024-03-31T15:24:09Z,0,😂😂 PARAKE SE METIO A PARAR LA PELEA  PINCHE OSICON ...CRUZ ❤❤  ..,True
@user-rw2vq4lp1i,2024-03-31T15:23:52Z,0,Respect to both fighters. They  both risked their lives for our entertainment and critism. Great Fight. Congrats to both and the Winner Pitbull Cruz,True
@victorcastaneda1786,2024-03-31T15:23:47Z,0,Pitbull Pitbull Pitbull Pitbull,True
@MarjunVencilao,2024-03-31T15:23:43Z,0,Haha Romero no chance by pitbull,True
@robertogalaviz6694,2024-03-31T15:23:23Z,0,"Al Rolly le dieron hasta para llevar, después que se la pasaba despreciando al Isaac Cruz .",True
@user-kn1jc6hm7s,2024-03-31T15:23:09Z,0,El peor error de un boxeador es hablar mal de un mexicano,True
@user-ej1qh4qq9s,2024-03-31T15:23:03Z,0,Pitbull HISO mierda al romero,True
@felipegonzalez2082,2024-03-31T15:22:48Z,0,Le hizo asotar la baba de lao a lao,True
@BabyKaySmoove-jw3qd,2024-03-31T15:22:41Z,0,Cruz is sign to Pac-Man promotions,True
@Zurdoaguilera,2024-03-31T15:22:40Z,0,Un orguelloso guerrero mexicano Isa el pibull cruz,True
@JoseHernandez-xm9cj,2024-03-31T15:22:35Z,0,Viva México!!!,True
@Icantbreathelol,2024-03-31T15:22:13Z,0,He will carry the torch after canelo retires,True
@PailaDiscua,2024-03-31T15:21:58Z,0,Contra teofimo López quien ganara,True
@animalitospaz,2024-03-31T15:21:46Z,1,El nuevo fenómeno así debes pelear Pitbull. Con. Gervonta davis 🎉,True
